
Train,11050,AHMEDABAD EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
39,ON,UNNAO JN,1,00:41:00,00:43:00,2,1355,3,
40,LKO,LUCKNOW NR,1,01:45:00,01:55:00,10,1412,3,
41,BBK,BARABANKI JN,1,02:38:00,02:40:00,2,1440,3,
42,GD,GONDA JN,1,04:05:00,04:10:00,5,1528,3,
43,MUR,MANKAPUR JN,1,04:38:00,04:40:00,2,1557,3,
44,BV,BABHNAN,1,05:03:00,05:05:00,2,1587,3,
45,BST,BASTI,1,05:35:00,05:40:00,5,1618,3,
46,KLD,KHALILABAD,1,06:02:00,06:04:00,2,1648,3,
47,GKP,GORAKHPUR JN,1,07:10:00,Destination,0,1682,3,


Train,11016,KUSHINAGAR EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,GKP,GORAKHPUR JN,1,Source,19:00:00,0,0,1,
2,KLD,KHALILABAD,1,19:36:00,19:38:00,2,35,1,
3,BST,BASTI,1,20:10:00,20:15:00,5,65,1,
4,BV,BABHNAN,1,20:38:00,20:40:00,2,95,1,
5,MUR,MANKAPUR JN,1,21:12:00,21:14:00,2,126,1,
6,GD,GONDA JN,1,21:40:00,21:45:00,5,154,1,
7,BBK,BARABANKI JN,1,23:28:00,23:30:00,2,243,1,
8,LKO,LUCKNOW NR,1,00:25:00,00:40:00,15,271,2,
9,ON,UNNAO JN,1,01:34:00,01:36:00,2,325,2,
10,CNB,KANPUR CENTRAL,1,02:15:00,02:25:00,10,342,2,
11,BZM,BHIMSEN,1,02:51:00,02:53:00,2,356,2,
12,PHN,POKHRAYAN,1,03:30:00,03:32:00,2,401,2,
13,KPI,KALPI,1,03:37:00,03:39:00,2,415,2,
14,ORAI,ORAI,1,04:19:00,04:21:00,2,448,2,
15,AIT,AIT,1,04:39:00,04:41:00,2,473,2,
16,CGN,CHIRGAON,1,05:38:00,05:40:00,2,530,2,
17,JHS,JHANSI JN,1,07:05:00,07:15:00,10,562,2,
18,BAB,BABINA,1,07:48:00,07:50:00,2,587,2,
19,LAR,LALITPUR,1,08:30:00,08:32:00,2,652,2,
20,BINA,BINA JN,1,09:45:00,09:50:00,5,715,2,
21,BAQ,GANJ BASODA,1,10:22:00,10:24:00,2,760,2,
22,BHS,VIDISHA,1,10:52:00,10:54:00,2,800,2,
23,BPL,BHOPAL JN,1,12:00:00,12:05:00,5,853,2,
24,HBJ,HABIBGANJ,1,12:15:00,12:17:00,2,859,2,
25,MDDP,MANDI DIP,1,12:32:00,12:34:00,2,878,2,
26,HBD,HOSHANGABAD,1,13:22:00,13:24:00,2,927,2,
27,ET,ITARSI JN,1,13:50:00,13:55:00,5,945,2,
28,TBN,TIMARNI,1,14:53:00,14:55:00,2,1006,2,
29,HD,HARDA,1,15:08:00,15:10:00,2,1020,2,
30,KKN,KHIRKIYA,1,15:32:00,15:34:00,2,1052,2,
31,KNW,KHANDWA,1,17:15:00,17:20:00,5,1128,2,
32,NPNR,NEPANAGAR,1,17:53:00,17:55:00,2,1171,2,
33,BAU,BURHANPUR,1,18:18:00,18:20:00,2,1197,2,
34,RV,RAVER,1,18:36:00,18:38:00,2,1217,2,
35,BSL,BHUSAVAL JN,1,19:10:00,19:20:00,10,1252,2,
36,JL,JALGAON JN,1,19:43:00,19:45:00,2,1276,2,
37,PC,PACHORA JN,1,20:16:00,20:18:00,2,1324,2,
38,CSN,CHALISGAON JN,1,21:08:00,21:10:00,2,1369,2,
39,NGN,NANDGAON,1,21:53:00,21:55:00,2,1411,2,
40,MMR,MANMAD JN,1,22:15:00,22:20:00,5,1436,2,
41,NK,NASIK ROAD,1,23:18:00,23:20:00,2,1509,2,
42,DVL,DEVLALI,1,23:28:00,23:30:00,2,1515,2,
43,IGP,IGATPURI,1,01:18:00,01:20:00,2,1560,3,
44,KYN,KALYAN JN,1,03:10:00,03:15:00,5,1643,3,
45,TNA,THANE,1,03:33:00,03:35:00,2,1663,3,
46,LTT,LOKMANYATILAK T,1,04:20:00,Destination,0,1680,3,


Train,11018,KIK LTT EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,KIK,KARAIKAL,1,Source,14:00:00,0,0,1,
2,NCR,NAGORE,1,14:13:00,14:15:00,2,11,1,
3,NGT,NAGAPPATTINAM,1,14:25:00,14:30:00,5,19,1,
4,TVR,THIRUVARUR JN,1,15:00:00,15:10:00,10,42,1,
5,MV,MAYILADUTURAI J,1,15:38:00,15:40:00,2,81,1,
6,SY,SIRKAZHI,1,16:00:00,16:02:00,2,101,1,
7,CDM,CHIDAMBARAM,1,16:28:00,16:30:00,2,117,1,
8,TDPR,TIRUPADRIPULYUR,1,17:08:00,17:10:00,2,160,1,
9,VM,VILLUPURAM JN,1,18:50:00,18:55:00,5,202,1,
10,CGL,CHENGALPATTU,1,20:38:00,20:40:00,2,305,1,
11,TBM,TAMBARAM,1,21:08:00,21:10:00,2,336,1,
12,MS,CHENNAI EGMORE,1,22:10:00,22:20:00,10,361,1,
13,AJJ,ARAKKONAM,1,23:43:00,23:45:00,2,435,1,
14,RU,RENIGUNTA JN,1,01:30:00,01:40:00,10,507,2,
15,HX,CUDDAPAH,1,03:33:00,03:35:00,2,632,2,
16,YA,YERRAGUNTLA,1,04:08:00,04:10:00,2,672,2,
17,TU,TADIPATRI,1,05:13:00,05:15:00,2,741,2,
18,GY,GOOTY,1,06:33:00,06:35:00,2,789,2,
19,GTL,GUNTAKAL JN,1,07:20:00,07:35:00,15,817,2,
20,MALM,MANTHRALAYAM RD,1,08:53:00,08:55:00,2,910,2,
21,RC,RAICHUR,1,09:28:00,09:30:00,2,938,2,
22,YG,YADGIR,1,10:23:00,10:25:00,2,1007,2,
23,WADI,WADI,1,12:10:00,12:20:00,10,1046,2,
24,GR,GULBARGA,1,12:56:00,12:58:00,2,1082,2,
25,SUR,SOLAPUR JN,1,15:00:00,15:10:00,10,1195,2,
26,PUNE,PUNE JN,1,19:50:00,19:55:00,5,1459,2,
27,LNL,LONAVALA,1,20:53:00,20:55:00,2,1522,2,
28,KYN,KALYAN JN,1,22:30:00,22:35:00,5,1597,2,
29,TNA,THANE,1,23:02:00,23:05:00,3,1617,2,
30,LTT,LOKMANYATILAK T,1,23:45:00,Destination,0,1634,2,


Train,11019,KONARK EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,CSTM,MUMBAI CST,1,Source,15:10:00,0,0,1,
2,DR,DADAR,1,15:23:00,15:25:00,2,9,1,
3,KYN,KALYAN JN,1,16:05:00,16:10:00,5,54,1,
4,KJT,KARJAT,1,16:53:00,16:55:00,2,100,1,
5,LNL,LONAVALA,1,17:43:00,17:45:00,2,128,1,
6,PUNE,PUNE JN,1,19:00:00,19:05:00,5,192,1,
7,DD,DAUND JN,1,20:35:00,20:40:00,5,268,1,
8,SUR,SOLAPUR JN,1,00:15:00,00:25:00,10,455,2,
9,GR,GULBARGA,1,02:31:00,02:33:00,2,568,2,
10,WADI,WADI,1,03:55:00,04:00:00,5,605,2,
11,SEM,SERAM,1,04:24:00,04:25:00,1,642,2,
12,TDU,TANDUR,1,04:48:00,04:50:00,2,676,2,
13,BMT,BEGAMPET,1,07:00:00,07:02:00,2,784,2,
14,SC,SECUNDERABAD JN,1,07:45:00,08:00:00,15,789,2,
15,KZJ,KAZIPET JN,1,10:10:00,10:20:00,10,920,2,
16,WL,WARANGAL,1,10:28:00,10:30:00,2,930,2,
17,MABD,MAHBUBABAD,1,11:26:00,11:28:00,2,991,2,
18,KMT,KHAMMAM,1,11:55:00,11:57:00,2,1038,2,
19,MDR,MADHIRA,1,12:20:00,12:22:00,2,1082,2,
20,BZA,VIJAYAWADA JN,1,14:00:00,14:20:00,20,1139,2,
21,EE,ELURU,1,15:07:00,15:09:00,2,1198,2,
22,TDD,TADEPALLIGUDEM,1,15:38:00,15:40:00,2,1246,2,
23,NDD,NIDADAVOLU JN,1,15:58:00,16:00:00,2,1266,2,
24,RJY,RAJAHMUNDRY,1,16:39:00,16:41:00,0,1288,2,
25,SLO,SAMALKOT JN,1,17:18:00,17:20:00,2,1338,2,
26,TUNI,TUNI,1,17:57:00,17:59:00,2,1392,2,
27,AKP,ANAKAPALLE,1,18:48:00,18:50:00,2,1456,2,
28,VSKP,VISHAKAPATNAM,1,21:00:00,21:20:00,20,1489,2,
29,VZM,VIZIANAGRAM JN,1,22:15:00,22:20:00,5,1550,2,
30,CHE,SRIKAKULAM ROAD,1,23:13:00,23:15:00,2,1619,2,
31,PSA,PALASA,1,00:20:00,00:22:00,2,1692,3,
32,SPT,SOMPETA,1,00:45:00,00:47:00,2,1724,3,
33,IPM,ICHCHPURAM,1,01:02:00,01:04:00,2,1742,3,
34,BAM,BRAHMAPUR,1,01:25:00,01:30:00,5,1766,3,
35,CAP,CHATRAPUR,1,01:48:00,01:50:00,2,1788,3,
36,BALU,BALUGAON,1,02:33:00,02:35:00,2,1842,3,
37,KUR,KHURDA ROAD JN,1,03:50:00,03:55:00,5,1913,3,
38,BBS,BHUBANESWAR,1,04:25:00,Destination,0,1932,3,


Train,11020,KONARK EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BBS,BHUBANESWAR,1,Source,15:20:00,0,0,1,
2,KUR,KHURDA ROAD JN,1,15:50:00,15:55:00,5,19,1,
3,BALU,BALUGAON,1,16:45:00,16:46:00,1,90,1,
4,CAP,CHATRAPUR,1,17:23:00,17:24:00,1,145,1,
5,BAM,BRAHMAPUR,1,17:45:00,17:50:00,5,166,1,
6,IPM,ICHCHPURAM,1,18:18:00,18:19:00,1,190,1,
7,SPT,SOMPETA,1,18:33:00,18:34:00,1,208,1,
8,PSA,PALASA,1,19:15:00,19:17:00,2,240,1,
9,CHE,SRIKAKULAM ROAD,1,20:10:00,20:12:00,2,313,1,
10,VZM,VIZIANAGRAM JN,1,21:10:00,21:15:00,5,382,1,
11,VSKP,VISHAKAPATNAM,1,22:25:00,22:45:00,20,443,1,
12,AKP,ANAKAPALLE,1,23:32:00,23:33:00,1,477,1,
13,TUNI,TUNI,1,00:16:00,00:17:00,1,540,2,
14,SLO,SAMALKOT JN,1,00:55:00,00:56:00,1,594,2,
15,RJY,RAJAHMUNDRY,1,01:48:00,01:50:00,2,644,2,
16,NDD,NIDADAVOLU JN,1,02:14:00,02:15:00,1,666,2,
17,TDD,TADEPALLIGUDEM,1,02:32:00,02:33:00,1,686,2,
18,EE,ELURU,1,03:06:00,03:07:00,1,734,2,
19,BZA,VIJAYAWADA JN,1,05:00:00,05:20:00,20,793,2,
20,MDR,MADHIRA,1,06:02:00,06:03:00,1,850,2,
21,KMT,KHAMMAM,1,06:33:00,06:35:00,2,895,2,
22,MABD,MAHBUBABAD,1,07:20:00,07:21:00,1,942,2,
23,WL,WARANGAL,1,08:08:00,08:10:00,2,1002,2,
24,KZJ,KAZIPET JN,1,08:38:00,08:40:00,2,1012,2,
25,SC,SECUNDERABAD JN,1,11:35:00,11:45:00,10,1144,2,
26,BMT,BEGAMPET,1,11:55:00,11:57:00,2,1148,2,
27,TDU,TANDUR,1,13:39:00,13:40:00,1,1257,2,
28,SEM,SERAM,1,14:05:00,14:06:00,1,1290,2,
29,WADI,WADI,1,16:05:00,16:10:00,5,1327,2,
30,GR,GULBARGA,1,16:54:00,16:55:00,1,1364,2,
31,SUR,SOLAPUR JN,1,18:45:00,18:55:00,10,1477,2,
32,DD,DAUND JN,1,22:20:00,22:30:00,10,1665,2,
33,PUNE,PUNE JN,1,23:45:00,23:50:00,5,1740,2,
34,LNL,LONAVALA,1,00:54:00,00:55:00,1,1804,3,
35,KJT,KARJAT,1,01:44:00,01:45:00,1,1832,3,
36,KYN,KALYAN JN,1,02:39:00,02:40:00,1,1879,3,
37,TNA,THANE,1,02:59:00,03:00:00,1,1899,3,
38,DR,DADAR,1,03:24:00,03:25:00,1,1923,3,
39,CSTM,MUMBAI CST,1,03:55:00,Destination,0,1932,3,


Train,11029,KOYNA EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,CSTM,MUMBAI CST,1,Source,08:40:00,0,0,1,
2,DR,DADAR,1,08:53:00,08:55:00,2,9,1,
3,TNA,THANE,1,09:13:00,09:15:00,2,34,1,
4,KYN,KALYAN JN,1,09:33:00,09:35:00,2,54,1,
5,NRL,NERAL,1,10:03:00,10:05:00,2,87,1,
6,KJT,KARJAT,1,10:18:00,10:20:00,2,100,1,
7,KAD,KHANDALA,1,10:58:00,11:00:00,2,124,1,
8,LNL,LONAVALA,1,11:13:00,11:15:00,2,128,1,
9,TGN,TALEGAON,1,11:38:00,11:40:00,2,158,1,
10,CCH,CHINCHVAD,1,11:58:00,12:00:00,2,176,1,
11,KK,KHADKI,1,12:10:00,12:12:00,2,186,1,
12,SVJR,SHIVAJINAGAR,1,12:18:00,12:20:00,2,190,1,
13,PUNE,PUNE JN,1,12:40:00,12:45:00,5,192,1,
14,GPR,GHORPURI,1,12:50:00,12:52:00,2,194,1,
15,JJR,JEJURI,1,13:48:00,13:50:00,2,250,1,
16,NIRA,NIRA,1,14:20:00,14:22:00,2,277,1,
17,LNN,LONAND,1,14:30:00,14:32:00,2,284,1,
18,WTR,WATHAR,1,15:10:00,15:12:00,2,311,1,
19,STR,SATARA,1,15:57:00,16:00:00,3,337,1,
20,KRG,KOREGAON,1,16:12:00,16:14:00,2,348,1,
21,RMP,RAHIMATPUR,1,16:24:00,16:26:00,2,358,1,
22,TAZ,TARGAON,1,16:38:00,16:40:00,2,369,1,
23,MSR,MASUR,1,16:52:00,16:54:00,2,382,1,
24,SIW,SHIRRAVDE,1,17:01:00,17:03:00,2,387,1,
25,KRD,KARAD,1,17:21:00,17:23:00,2,396,1,
26,TKR,TAKARI,1,17:53:00,17:55:00,2,422,1,
27,KOV,KIRLOSKARVADI,1,18:08:00,18:10:00,2,431,1,
28,BVQ,BHILAVDI,1,18:23:00,18:25:00,2,444,1,
29,SLI,SANGLI,1,18:42:00,18:45:00,3,464,1,
30,MRJ,MIRAJ JN,1,19:05:00,19:10:00,5,471,1,
31,JSP,JAYASINGPUR,1,19:21:00,19:23:00,2,483,1,
32,HTK,HATKANAGALE,1,19:40:00,19:42:00,2,498,1,
33,RKD,RUKADI,1,19:50:00,19:52:00,2,505,1,
34,VV,VALIVADE,1,19:58:00,20:00:00,2,512,1,
35,KOP,C SHAHUMHARAJ T,1,20:25:00,Destination,0,518,1,


Train,11030,KOYNA EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,KOP,C SHAHUMHARAJ T,1,Source,07:55:00,0,0,1,
2,GRMT,GUR MARKET,1,07:59:00,08:00:00,1,4,1,
3,VV,VALIVADE,1,08:05:00,08:07:00,2,7,1,
4,RKD,RUKADI,1,08:15:00,08:17:00,2,14,1,
5,HTK,HATKANAGALE,1,08:25:00,08:27:00,2,21,1,
6,NMGT,NMG TAMDALGE,1,08:35:00,08:36:00,1,27,1,
7,JSP,JAYASINGPUR,1,08:43:00,08:45:00,2,36,1,
8,MRJ,MIRAJ JN,1,09:07:00,09:10:00,3,48,1,
9,VRB,VISHRAMBAG,1,09:16:00,09:18:00,2,53,1,
10,SLI,SANGLI,1,09:25:00,09:28:00,3,55,1,
11,BVQ,BHILAVDI,1,09:46:00,09:48:00,2,74,1,
12,KOV,KIRLOSKARVADI,1,10:03:00,10:05:00,2,88,1,
13,TKR,TAKARI,1,10:14:00,10:16:00,2,96,1,
14,KRD,KARAD,1,10:43:00,10:45:00,2,123,1,
15,MSR,MASUR,1,11:01:00,11:03:00,2,137,1,
16,TAZ,TARGAON,1,11:13:00,11:15:00,2,149,1,
17,RMP,RAHIMATPUR,1,11:28:00,11:30:00,2,160,1,
18,KRG,KOREGAON,1,11:41:00,11:43:00,2,171,1,
19,STR,SATARA,1,12:00:00,12:03:00,3,181,1,
20,WTR,WATHAR,1,12:33:00,12:35:00,2,207,1,
21,LNN,LONAND,1,13:08:00,13:10:00,2,234,1,
22,NIRA,NIRA,1,13:25:00,13:30:00,5,242,1,
23,JJR,JEJURI,1,14:06:00,14:08:00,2,269,1,
24,GPR,GHORPURI,1,15:08:00,15:10:00,2,324,1,
25,PUNE,PUNE JN,1,15:40:00,15:45:00,5,327,1,
26,SVJR,SHIVAJINAGAR,1,15:51:00,15:53:00,2,329,1,
27,CCH,CHINCHVAD,1,16:13:00,16:15:00,2,343,1,
28,TGN,TALEGAON,1,16:41:00,16:43:00,2,361,1,
29,LNL,LONAVALA,1,17:13:00,17:15:00,2,390,1,
30,KAD,KHANDALA,1,17:23:00,17:25:00,2,394,1,
31,KJT,KARJAT,1,18:23:00,18:25:00,2,419,1,
32,KYN,KALYAN JN,1,19:18:00,19:20:00,2,465,1,
33,TNA,THANE,1,19:33:00,19:35:00,2,485,1,
34,DR,DADAR,1,20:03:00,20:05:00,2,509,1,
35,CSTM,MUMBAI CST,1,20:35:00,Destination,0,518,1,


Train,11049,KOLHAPUR EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,ADI,AHMEDABAD JN,1,Source,19:55:00,0,0,1,
2,ND,NADIAD JN,1,20:41:00,20:43:00,2,46,1,
3,ANND,ANAND JN,1,21:01:00,21:03:00,2,64,1,
4,BRC,VADODARA JN,1,22:05:00,22:10:00,5,100,1,
5,BH,BHARUCH JN,1,23:02:00,23:04:00,2,170,1,
6,ST,SURAT,1,00:08:00,00:18:00,10,229,2,
7,NVS,NAVSARI,1,00:43:00,00:45:00,2,259,2,
8,VAPI,VAPI,1,01:46:00,01:48:00,2,322,2,
9,BSR,VASAI ROAD,1,04:10:00,04:15:00,5,444,2,
10,BIRD,BHIWANDI ROAD,1,04:33:00,04:35:00,2,471,2,
11,KYN,KALYAN JN,1,05:15:00,05:20:00,5,496,2,
12,KJT,KARJAT,1,06:03:00,06:05:00,2,543,2,
13,LNL,LONAVALA,1,06:53:00,06:55:00,2,571,2,
14,PUNE,PUNE JN,1,08:00:00,08:10:00,10,635,2,
15,STR,SATARA,1,10:52:00,10:55:00,3,780,2,
16,SLI,SANGLI,1,13:27:00,13:30:00,3,907,2,
17,MRJ,MIRAJ JN,1,14:07:00,14:10:00,3,914,2,
18,KOP,C SHAHUMHARAJ T,1,15:25:00,Destination,0,961,2,


Train,11052,KOP SOLAPUR EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,KOP,C SHAHUMHARAJ T,1,Source,23:55:00,0,0,1,
2,MRJ,MIRAJ JN,1,01:05:00,01:20:00,15,48,2,
3,DLGN,DHALGAON,1,02:18:00,02:20:00,2,109,2,
4,SGLA,SANGOLA,1,03:36:00,03:38:00,2,155,2,
5,PVR,PANDHARPUR,1,04:30:00,05:00:00,6,184,2,
6,MLB,MODNIMB,1,05:33:00,05:35:00,2,215,2,
7,KWV,KURDUVADI,1,06:00:00,06:02:00,2,237,2,
8,SUR,SOLAPUR JN,1,07:45:00,Destination,0,315,2,


Train,11071,KAMAYANI EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,LTT,LOKMANYATILAK T,1,Source,12:40:00,0,0,1,
2,TNA,THANE,1,12:58:00,13:00:00,2,18,1,
3,KYN,KALYAN JN,1,13:25:00,13:30:00,5,38,1,
4,IGP,IGATPURI,1,15:05:00,15:10:00,5,121,1,
5,NK,NASIK ROAD,1,15:45:00,15:50:00,5,172,1,
6,MMR,MANMAD JN,1,16:48:00,16:50:00,2,245,1,
7,NGN,NANDGAON,1,17:16:00,17:17:00,1,270,1,
8,CSN,CHALISGAON JN,1,17:43:00,17:45:00,2,312,1,
9,PC,PACHORA JN,1,18:13:00,18:15:00,2,357,1,
10,JL,JALGAON JN,1,18:58:00,19:00:00,2,405,1,
11,BSL,BHUSAVAL JN,1,19:25:00,19:35:00,10,429,1,
12,RV,RAVER,1,20:04:00,20:05:00,1,463,1,
13,BAU,BURHANPUR,1,20:23:00,20:25:00,2,483,1,
14,NPNR,NEPANAGAR,1,20:43:00,20:45:00,2,510,1,
15,KNW,KHANDWA,1,21:55:00,22:00:00,5,552,1,
16,KKN,KHIRKIYA,1,22:43:00,22:45:00,2,628,1,
17,HD,HARDA,1,23:08:00,23:10:00,2,660,1,
18,ET,ITARSI JN,1,00:20:00,00:25:00,5,736,2,
19,HBD,HOSHANGABAD,1,00:58:00,01:00:00,2,753,2,
20,HBJ,HABIBGANJ,1,02:08:00,02:10:00,2,821,2,
21,BPL,BHOPAL JN,1,02:30:00,02:35:00,5,827,2,
22,BHS,VIDISHA,1,03:30:00,03:32:00,2,881,2,
23,BAQ,GANJ BASODA,1,04:15:00,04:17:00,2,920,2,
24,BINA,BINA JN,1,05:30:00,05:35:00,5,966,2,
25,KYE,KHURAI,1,06:00:00,06:02:00,2,988,2,
26,SGO,SAUGOR,1,06:48:00,06:50:00,2,1040,2,
27,PHA,PATHARIA,1,07:31:00,07:33:00,2,1091,2,
28,DMO,DAMOH,1,07:57:00,07:59:00,2,1118,2,
29,BNU,BANDAKPUR,1,08:14:00,08:16:00,2,1133,2,
30,KTE,KATNI,1,10:00:00,10:10:00,10,1229,2,
31,MYR,MAIHAR,1,11:04:00,11:06:00,2,1291,2,
32,STA,SATNA,1,11:45:00,11:50:00,5,1327,2,
33,JTW,JAITWAR,1,12:05:00,12:07:00,2,1347,2,
34,MKP,MANIKPUR JN,1,13:25:00,13:30:00,5,1404,2,
35,DBR,DABHAURA,1,13:48:00,13:50:00,2,1427,2,
36,ALD,ALLAHABAD JN,1,15:45:00,16:05:00,20,1505,2,
37,PLP,PHULPUR,1,16:46:00,16:48:00,2,1541,2,
38,JNH,JANGHAI JN,1,17:09:00,17:11:00,2,1564,2,
39,BOY,BHADOHI,1,17:58:00,18:00:00,2,1595,2,
40,PRF,PARSIPUR,1,18:10:00,18:12:00,2,1603,2,
41,SWPR,SEWAPURI,1,18:34:00,18:35:00,1,1617,2,
42,BSB,VARANASI JN,1,19:25:00,Destination,0,1639,2,


Train,11011,LTT NANDED EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,LTT,LOKMANYATILAK T,1,Source,12:05:00,0,0,1,
2,TNA,THANE,1,12:31:00,12:33:00,2,18,1,
3,KYN,KALYAN JN,1,12:58:00,13:00:00,2,38,1,
4,LNL,LONAVALA,1,14:23:00,14:25:00,2,112,1,
5,PUNE,PUNE JN,1,15:30:00,15:35:00,5,176,1,
6,KWV,KURDUVADI,1,18:15:00,18:20:00,5,361,1,
7,BTW,BARSI TOWN,1,19:05:00,19:07:00,2,398,1,
8,UMD,USMANABAD,1,19:46:00,19:48:00,2,435,1,
9,LUR,LATUR,1,21:30:00,21:40:00,10,514,1,
10,LTRR,LATUR ROAD,1,22:20:00,22:40:00,20,547,1,
11,PNF,PANGAON,1,23:20:00,23:21:00,1,574,1,
12,PRLI,PARLI VAIJNATH,1,00:40:00,00:50:00,10,610,2,
13,GNH,GANGAKHER,1,01:24:00,01:25:00,1,639,2,
14,PBN,PARBHANI JN,1,02:18:00,02:20:00,2,674,2,
15,PAU,PURNA JN,1,03:00:00,03:05:00,5,702,2,
16,NED,H SAHIB NANDED,1,04:40:00,Destination,0,733,2,


Train,11014,LOKMANYA TT EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,CBE,COIMBATORE JN,1,Source,08:45:00,0,0,1,
2,TUP,TIRUPPUR,1,09:18:00,09:20:00,2,51,1,
3,ED,ERODE JN,1,10:20:00,10:25:00,5,101,1,
4,SA,SALEM JN,1,11:20:00,11:25:00,5,164,1,
5,OML,OMALUR,1,11:49:00,11:50:00,1,175,1,
6,DPJ,DHARMAPURI,1,12:58:00,13:00:00,2,230,1,
7,HSRA,HOSUR,1,14:23:00,14:25:00,2,322,1,
8,SBC,BANGALORE CY JN,1,15:45:00,16:00:00,15,381,1,
9,BNC,BANGALORE CANT,1,16:10:00,16:12:00,2,386,1,
10,HUP,HINDUPUR,1,18:09:00,18:10:00,1,491,1,
11,SSPN,SAI P NILAYAM,1,19:25:00,19:30:00,5,549,1,
12,DMM,DHARMAVARAM JN,1,20:18:00,20:20:00,2,582,1,
13,ATP,ANANTAPUR,1,21:04:00,21:05:00,1,616,1,
14,KLU,KALLURU,1,21:39:00,21:40:00,1,643,1,
15,GY,GOOTY,1,22:19:00,22:20:00,1,673,1,
16,GTL,GUNTAKAL JN,1,22:45:00,22:50:00,5,701,1,
17,AD,ADONI,1,23:34:00,23:35:00,1,753,1,
18,MALM,MANTHRALAYAM RD,1,00:09:00,00:10:00,1,794,2,
19,RC,RAICHUR,1,00:44:00,00:45:00,1,822,2,
20,KSN,KRISHNA,1,01:07:00,01:08:00,1,847,2,
21,YG,YADGIR,1,01:44:00,01:45:00,1,891,2,
22,WADI,WADI,1,03:00:00,03:05:00,5,929,2,
23,SDB,SHAHABAD,1,03:17:00,03:18:00,1,940,2,
24,GR,GULBARGA,1,03:42:00,03:43:00,1,966,2,
25,GUR,GANAGAPUR ROAD,1,04:09:00,04:10:00,1,993,2,
26,DUD,DUDHANI,1,04:28:00,04:29:00,1,1016,2,
27,SUR,SOLAPUR JN,1,05:50:00,06:00:00,10,1079,2,
28,KWV,KURDUVADI,1,07:09:00,07:10:00,1,1158,2,
29,DD,DAUND JN,1,09:25:00,09:30:00,5,1267,2,
30,PUNE,PUNE JN,1,10:35:00,10:45:00,10,1343,2,
31,KYN,KALYAN JN,1,13:24:00,13:25:00,1,1481,2,
32,TNA,THANE,1,13:44:00,13:45:00,1,1501,2,
33,LTT,LOKMANYATILAK T,1,14:30:00,Destination,0,1518,2,


Train,11017,LTT KARAIKAL EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,LTT,LOKMANYATILAK T,1,Source,12:05:00,0,0,1,
2,TNA,THANE,1,12:31:00,12:33:00,2,18,1,
3,KYN,KALYAN JN,1,12:58:00,13:00:00,2,38,1,
4,LNL,LONAVALA,1,14:23:00,14:25:00,2,112,1,
5,PUNE,PUNE JN,1,15:30:00,15:35:00,5,176,1,
6,SUR,SOLAPUR JN,1,19:40:00,19:45:00,5,440,1,
7,GR,GULBARGA,1,21:58:00,22:00:00,2,553,1,
8,WADI,WADI,1,22:40:00,22:50:00,10,589,1,
9,YG,YADGIR,1,23:21:00,23:22:00,1,628,1,
10,RC,RAICHUR,1,00:08:00,00:10:00,2,697,2,
11,MALM,MANTHRALAYAM RD,1,00:43:00,00:45:00,2,725,2,
12,GTL,GUNTAKAL JN,1,02:15:00,02:20:00,5,818,2,
13,GY,GOOTY,1,02:48:00,02:50:00,2,846,2,
14,TU,TADIPATRI,1,03:28:00,03:30:00,2,894,2,
15,YA,YERRAGUNTLA,1,04:33:00,04:35:00,2,962,2,
16,HX,CUDDAPAH,1,05:13:00,05:15:00,2,1001,2,
17,RU,RENIGUNTA JN,1,07:50:00,08:00:00,10,1126,2,
18,AJJ,ARAKKONAM,1,08:55:00,09:00:00,5,1198,2,
19,MS,CHENNAI EGMORE,1,10:35:00,10:45:00,10,1273,2,
20,TBM,TAMBARAM,1,11:13:00,11:15:00,2,1297,2,
21,CGL,CHENGALPATTU,1,11:38:00,11:40:00,2,1328,2,
