
Train,11050,AHMEDABAD EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
3,ANND,ANAND JN,1,17:34:00,17:36:00,2,64,1,
4,BRC,VADODARA JN,1,18:30:00,18:35:00,5,100,1,
5,BH,BHARUCH JN,1,19:23:00,19:25:00,2,170,1,
6,ST,SURAT,1,20:30:00,20:40:00,10,229,1,
7,NDB,NANDURBAR,1,23:55:00,00:15:00,20,389,2,
8,JL,JALGAON JN,1,03:38:00,03:40:00,2,540,2,
9,BSL,BHUSAVAL JN,1,04:10:00,04:20:00,10,564,2,
10,MKU,MALKAPUR,1,05:06:00,05:08:00,2,614,2,
11,AK,AKOLA JN,1,06:20:00,06:25:00,5,704,2,
12,BD,BADNERA JN,1,08:40:00,08:45:00,5,783,2,
13,WR,WARDHA JN,1,10:25:00,10:28:00,3,878,2,
14,NGP,NAGPUR,1,12:15:00,Destination,0,957,2,


Train,18568,QLN VSKP EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,QLN,KOLLAM JN,1,Source,21:00:00,0,0,1,
2,STKT,SASTHANKOTTA,1,21:13:00,21:14:00,1,20,1,
3,KPY,KARUNAGAPALLI,1,21:19:00,21:20:00,1,28,1,
4,KYJ,KAYANKULAM JN,1,21:33:00,21:35:00,2,41,1,
5,MVLK,MAVELIKARA,1,21:41:00,21:42:00,1,49,1,
6,CNGR,CHENGANNUR,1,21:58:00,22:00:00,2,62,1,
7,TRVL,TIRUVALLA,1,22:10:00,22:12:00,2,71,1,
8,CGY,CHANGANASERI,1,22:20:00,22:21:00,1,79,1,
9,KTYM,KOTTAYAM,1,22:50:00,22:55:00,5,96,1,
10,ERN,ERNAKULAM TOWN,1,00:20:00,00:25:00,5,158,2,
11,AWY,ALUVA,1,00:45:00,00:47:00,2,175,2,
12,TCR,THRISUR,1,01:47:00,01:50:00,3,230,2,
13,PGT,PALAKKAD,1,03:35:00,03:40:00,5,307,2,
14,CBE,COIMBATORE JN,1,05:00:00,05:05:00,5,362,2,
15,TUP,TIRUPPUR,1,06:03:00,06:05:00,2,412,2,
16,ED,ERODE JN,1,06:55:00,07:00:00,5,462,2,
17,SA,SALEM JN,1,07:55:00,08:00:00,5,525,2,
18,JTJ,JOLARPETTAI,1,09:38:00,09:40:00,2,645,2,
19,KPD,KATPADI JN,1,10:53:00,10:55:00,2,728,2,
20,RU,RENIGUNTA JN,1,13:10:00,13:20:00,10,861,2,
21,GDR,GUDUR JN,1,14:50:00,14:52:00,2,945,2,
22,NLR,NELLORE,1,15:16:00,15:18:00,2,983,2,
23,SKM,SINGARAYAKONDA,1,16:15:00,16:16:00,1,1071,2,
24,OGL,ONGOLE,1,16:43:00,16:45:00,2,1099,2,
25,BPP,BAPATLA,1,17:28:00,17:30:00,2,1163,2,
26,TEL,TENALI JN,1,18:03:00,18:05:00,2,1206,2,
27,BZA,VIJAYAWADA JN,1,19:10:00,19:25:00,15,1237,2,
28,EE,ELURU,1,20:10:00,20:12:00,2,1297,2,
29,RJY,RAJAHMUNDRY,1,21:36:00,21:38:00,2,1387,2,
30,SLO,SAMALKOT JN,1,22:15:00,22:17:00,2,1437,2,
31,YLM,ELLAMANCHILI,1,23:19:00,23:20:00,1,1530,2,
32,DVD,DUVVADA,1,23:58:00,00:01:00,3,1570,3,
33,VSKP,VISHAKAPATNAM,1,01:35:00,Destination,0,1588,3,


Train,11003,RAJYA RANI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,DR,DADAR,1,Source,23:55:00,0,0,1,
2,TNA,THANE,1,00:18:00,00:20:00,2,25,2,
3,PNVL,PANVEL,1,01:15:00,01:20:00,5,60,2,
4,ROHA,ROHA,1,03:20:00,03:25:00,5,137,2,
5,MNI,MANGAON,1,03:46:00,03:48:00,2,180,2,
6,VEER,VEER,1,04:02:00,04:04:00,2,203,2,
7,KHED,KHED,1,05:02:00,05:04:00,2,275,2,
8,CHI,CHIPLUN,1,05:34:00,05:36:00,2,316,2,
9,SVX,SAVARDA,1,06:00:00,06:02:00,2,342,2,
10,AVRD,ARAVALI ROAD,1,06:16:00,06:18:00,2,356,2,
11,SGR,SANGMESHWAR,1,06:36:00,06:38:00,2,376,2,
12,RN,RATNAGIRI,1,07:45:00,07:50:00,5,422,2,
13,ADVI,ADAVALI,1,08:20:00,08:22:00,2,467,2,
14,VID,VILAVADE,1,08:40:00,08:42:00,2,488,2,
15,RAJP,RAJAPUR ROAD,1,09:00:00,09:02:00,2,511,2,
16,VBW,VAIBHAVWADI RD,1,09:20:00,09:22:00,2,535,2,
17,NAN,NANDGAON ROAD,1,09:40:00,09:42:00,2,556,2,
18,KKW,KANKAVALI,1,10:00:00,10:02:00,2,578,2,
19,SNDD,SINDHUDURG,1,10:22:00,10:24:00,2,603,2,
20,KUDL,KUDAL,1,10:36:00,10:38:00,2,617,2,
21,SWV,SAWANTWADI ROAD,1,12:10:00,Destination,0,647,2,


Train,11004,RAJYA RANI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SWV,SAWANTWADI ROAD,1,Source,17:30:00,0,0,1,
2,KUDL,KUDAL,1,17:52:00,17:54:00,2,30,1,
3,SNDD,SINDHUDURG,1,18:06:00,18:08:00,2,44,1,
4,KKW,KANKAVALI,1,18:26:00,18:28:00,2,69,1,
5,NAN,NANDGAON ROAD,1,18:42:00,18:44:00,2,91,1,
6,VBW,VAIBHAVWADI RD,1,19:00:00,19:02:00,2,112,1,
7,RAJP,RAJAPUR ROAD,1,19:20:00,19:22:00,2,136,1,
8,VID,VILAVADE,1,19:38:00,19:40:00,2,159,1,
9,ADVI,ADAVALI,1,19:58:00,20:00:00,2,181,1,
10,RN,RATNAGIRI,1,21:15:00,21:20:00,5,225,1,
11,SGR,SANGMESHWAR,1,21:58:00,22:00:00,2,272,1,
12,AVRD,ARAVALI ROAD,1,22:18:00,22:20:00,2,291,1,
13,SVX,SAVARDA,1,22:34:00,22:36:00,2,305,1,
14,CHI,CHIPLUN,1,22:54:00,22:56:00,2,331,1,
15,KHED,KHED,1,23:50:00,23:52:00,2,372,1,
16,VEER,VEER,1,01:18:00,01:20:00,2,444,2,
17,MNI,MANGAON,1,01:48:00,01:50:00,2,468,2,
18,ROHA,ROHA,1,03:20:00,03:25:00,5,510,2,
19,PNVL,PANVEL,1,04:45:00,04:50:00,5,587,2,
20,TNA,THANE,1,05:43:00,05:45:00,2,622,2,
21,DR,DADAR,1,06:45:00,Destination,0,647,2,


Train,11703,REWA INDB EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,REWA,REWA,1,Source,05:00:00,0,0,1,
2,STA,SATNA,1,05:55:00,06:05:00,10,50,1,
3,MYR,MAIHAR,1,06:28:00,06:30:00,2,85,1,
4,JKE,JUKEHI,1,07:03:00,07:05:00,2,131,1,
5,KTE,KATNI,1,07:30:00,07:40:00,10,148,1,
6,DMO,DAMOH,1,09:23:00,09:25:00,2,259,1,
7,SGO,SAUGOR,1,10:25:00,10:30:00,5,336,1,
8,BINA,BINA JN,1,12:30:00,12:35:00,5,411,1,
9,BHS,VIDISHA,1,13:32:00,13:34:00,2,496,1,
10,BIH,BAIRAGARH,1,15:13:00,15:15:00,2,559,1,
11,SEH,SEHORE,1,15:43:00,15:44:00,1,588,1,
12,SJP,SHUJALPUR,1,16:16:00,16:18:00,2,629,1,
13,BCH,BERCHHA,1,16:50:00,16:51:00,1,672,1,
14,UJN,UJJAIN JN,1,18:05:00,18:20:00,15,733,1,
15,DWX,DEWAS,1,19:08:00,19:10:00,2,773,1,
16,INDB,INDORE JN BG,1,20:30:00,Destination,0,812,1,


Train,11704,REWA EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,INDB,INDORE JN BG,1,Source,04:00:00,0,0,1,
2,DWX,DEWAS,1,04:46:00,04:48:00,2,39,1,
3,UJN,UJJAIN JN,1,06:15:00,06:35:00,20,80,1,
4,BCH,BERCHHA,1,07:20:00,07:22:00,2,140,1,
5,SJP,SHUJALPUR,1,07:57:00,07:59:00,2,183,1,
6,SEH,SEHORE,1,08:33:00,08:35:00,2,224,1,
7,BIH,BAIRAGARH,1,09:38:00,09:40:00,2,253,1,
8,BHS,VIDISHA,1,10:49:00,10:52:00,3,316,1,
9,BINA,BINA JN,1,12:50:00,12:55:00,5,402,1,
10,SGO,SAUGOR,1,14:10:00,14:15:00,5,476,1,
11,DMO,DAMOH,1,15:18:00,15:20:00,2,553,1,
12,KTE,KATNI,1,17:50:00,18:00:00,10,664,1,
13,JKE,JUKEHI,1,18:18:00,18:20:00,2,681,1,
14,MYR,MAIHAR,1,19:28:00,19:30:00,2,727,1,
15,STA,SATNA,1,20:30:00,20:40:00,10,763,1,
16,REWA,REWA,1,22:30:00,Destination,0,812,1,


Train,12141,RAJENDRA NGR EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,CSTM,MUMBAI CST,1,Source,23:25:00,0,0,1,
2,DR,DADAR,1,23:38:00,23:40:00,2,9,1,
3,KYN,KALYAN JN,1,00:18:00,00:23:00,5,54,2,
4,NK,NASIK ROAD,1,02:55:00,03:00:00,5,188,2,
5,MMR,MANMAD JN,1,03:58:00,04:00:00,2,261,2,
6,JL,JALGAON JN,1,05:38:00,05:40:00,2,420,2,
7,BSL,BHUSAVAL JN,1,06:05:00,06:20:00,15,445,2,
8,JBP,JABALPUR,1,14:15:00,14:25:00,10,997,2,
9,STA,SATNA,1,17:15:00,17:25:00,10,1186,2,
10,MGS,MUGHAL SARAI JN,1,00:30:00,00:45:00,15,1499,3,
11,BXR,BUXAR,1,01:54:00,01:56:00,2,1593,3,
12,ARA,ARA,1,02:39:00,02:41:00,2,1661,3,
13,PNBE,PATNA JN,1,04:15:00,04:25:00,10,1710,3,
14,RJPB,RAJENDRANAGAR T,1,04:40:00,Destination,0,1713,3,


Train,12142,RJPB CSTM EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,RJPB,RAJENDRANAGAR T,1,Source,10:40:00,0,0,1,
2,PNBE,PATNA JN,1,11:00:00,11:10:00,10,3,1,
3,ARA,ARA,1,12:10:00,12:12:00,2,52,1,
4,BXR,BUXAR,1,13:00:00,13:02:00,2,121,1,
5,MGS,MUGHAL SARAI JN,1,14:35:00,14:50:00,15,215,1,
6,STA,SATNA,1,20:10:00,20:20:00,10,528,1,
7,JBP,JABALPUR,1,23:00:00,23:10:00,10,717,1,
8,BSL,BHUSAVAL JN,1,07:30:00,07:40:00,10,1269,2,
9,MMR,MANMAD JN,1,09:53:00,09:55:00,2,1453,2,
10,NK,NASIK ROAD,1,10:59:00,11:00:00,1,1526,2,
11,KYN,KALYAN JN,1,14:15:00,14:20:00,5,1660,2,
12,DR,DADAR,1,15:09:00,15:10:00,1,1704,2,
13,CSTM,MUMBAI CST,1,15:30:00,Destination,0,1713,2,


Train,12185,REWANCHAL EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,HBJ,HABIBGANJ,1,Source,22:00:00,0,0,1,
2,BPL,BHOPAL JN,1,22:10:00,22:15:00,5,7,1,
3,BHS,VIDISHA,1,22:51:00,22:53:00,2,60,1,
4,BAQ,GANJ BASODA,1,23:22:00,23:24:00,2,99,1,
5,MABA,MANDI BAMORA,1,23:43:00,23:45:00,2,128,1,
6,BINA,BINA JN,1,00:20:00,00:25:00,5,145,2,
7,KYE,KHURAI,1,00:46:00,00:48:00,2,167,2,
8,SGO,SAUGOR,1,01:35:00,01:40:00,5,219,2,
9,PHA,PATHARIA,1,02:24:00,02:26:00,2,270,2,
10,DMO,DAMOH,1,02:46:00,02:48:00,2,297,2,
11,KTE,KATNI,1,04:45:00,05:00:00,15,408,2,
12,MYR,MAIHAR,1,05:48:00,05:50:00,2,471,2,
13,UHR,UNCHHERA,1,06:08:00,06:10:00,2,485,2,
14,STA,SATNA,1,06:35:00,06:45:00,10,506,2,
15,REWA,REWA,1,08:00:00,Destination,0,555,2,


Train,12186,REWANCHAL EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,REWA,REWA,1,Source,20:05:00,0,0,1,
2,STA,SATNA,1,20:55:00,21:00:00,5,50,1,
3,UHR,UNCHHERA,1,21:14:00,21:16:00,2,71,1,
4,MYR,MAIHAR,1,21:28:00,21:30:00,2,85,1,
5,KTE,KATNI,1,22:30:00,22:40:00,10,148,1,
6,DMO,DAMOH,1,00:25:00,00:27:00,2,259,2,
7,PHA,PATHARIA,1,00:46:00,00:48:00,2,285,2,
8,SGO,SAUGOR,1,01:40:00,01:45:00,5,336,2,
9,KYE,KHURAI,1,02:36:00,02:38:00,2,389,2,
10,BINA,BINA JN,1,03:25:00,03:30:00,5,411,2,
11,MABA,MANDI BAMORA,1,03:45:00,03:47:00,2,428,2,
12,BAQ,GANJ BASODA,1,04:09:00,04:11:00,2,456,2,
13,BHS,VIDISHA,1,04:39:00,04:41:00,2,496,2,
14,BPL,BHOPAL JN,1,05:35:00,05:40:00,5,549,2,
15,HBJ,HABIBGANJ,1,06:05:00,Destination,0,555,2,


Train,12347,RAMPURHAT EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,HWH,HOWRAH JN,1,Source,11:55:00,0,0,1,
2,KQU,KAMARKUNDU,1,12:22:00,12:23:00,1,33,1,
3,BWN,BARDDHAMAN JN,1,13:09:00,13:11:00,2,95,1,
4,GKH,GUSKARA,1,13:50:00,13:51:00,1,127,1,
5,BHP,BOLPUR S NIKTN,1,14:16:00,14:18:00,2,146,1,
6,PNE,PRANTIK,1,14:26:00,14:27:00,1,151,1,
7,AMP,AHMADPUR JN,1,14:43:00,14:44:00,1,166,1,
8,SNT,SAINTHIA,1,14:58:00,14:59:00,1,179,1,
9,RPH,RAMPUR HAT,1,15:35:00,Destination,0,207,1,


Train,12348,RAMPURHAT EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,RPH,RAMPUR HAT,1,Source,16:35:00,0,0,1,
2,SNT,SAINTHIA,1,17:00:00,17:01:00,1,28,1,
3,AMP,AHMADPUR JN,1,17:12:00,17:13:00,1,42,1,
4,PNE,PRANTIK,1,17:27:00,17:28:00,1,57,1,
5,BHP,BOLPUR S NIKTN,1,17:36:00,17:38:00,2,61,1,
6,GKH,GUSKARA,1,17:55:00,17:56:00,1,80,1,
7,BWN,BARDDHAMAN JN,1,18:35:00,18:37:00,2,112,1,
8,KQU,KAMARKUNDU,1,19:21:00,19:22:00,1,174,1,
9,HWH,HOWRAH JN,1,20:15:00,Destination,0,207,1,


Train,12374,RPH SDAH INTRCTY,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,RPH,RAMPUR HAT,1,Source,11:00:00,0,0,1,
2,SNT,SAINTHIA,1,11:25:00,11:26:00,1,28,1,
3,PNE,PRANTIK,1,11:49:00,11:50:00,1,57,1,
4,BHP,BOLPUR S NIKTN,1,11:52:00,11:55:00,3,61,1,
5,BWN,BARDDHAMAN JN,1,12:45:00,12:48:00,3,112,1,
6,KQU,KAMARKUNDU,1,13:31:00,13:32:00,1,174,1,
7,SDAH,SEALDAH,1,14:40:00,Destination,0,213,1,


Train,12427,REWA ANVT EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,REWA,REWA,1,Source,16:00:00,0,0,1,
2,STA,SATNA,1,16:55:00,17:05:00,10,49,1,
3,MKP,MANIKPUR JN,1,18:33:00,18:35:00,2,126,1,
4,DBR,DABHAURA,1,18:53:00,18:55:00,2,149,1,
5,SRJ,SHANKARGARH,1,19:22:00,19:24:00,2,182,1,
6,ALD,ALLAHABAD JN,1,20:35:00,21:00:00,1,227,1,
7,FTP,FATEHPUR,1,22:13:00,22:15:00,2,343,1,
8,CNB,KANPUR CENTRAL,1,23:30:00,23:35:00,5,421,1,
9,ALJN,ALIGARH JN,1,03:35:00,03:40:00,5,729,2,
10,GZB,GHAZIABAD,1,05:58:00,06:00:00,2,835,2,
11,ANVT,ANAND VIHAR TRM,1,06:30:00,Destination,0,847,2,


Train,10001,SATPURA EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BTC,BALAGHAT JN,1,Source,12:45:00,0,0,1,
2,SMC,SAMNAPUR,1,13:10:00,13:11:00,1,17,1,
3,CRN,CHAREGAON,1,13:34:00,13:35:00,1,30,1,
4,LTA,LAMTA,1,13:55:00,13:56:00,1,41,1,
5,NWA,NAGARWARA,1,14:13:00,14:14:00,1,50,1,
6,NIR,NAINPUR JN,1,15:15:00,15:35:00,20,77,1,
7,PDE,PINDRAI,1,15:54:00,15:55:00,1,89,1,
8,GNS,GHONSOR,1,16:39:00,16:40:00,0,111,1,
9,SKY,SHIKARA,1,17:41:00,17:42:00,1,133,1,
10,BUQ,BARGI,1,18:26:00,18:27:00,1,159,1,
11,HBG,HOWBADH JABLPUR,1,19:20:00,19:22:00,2,185,1,
12,JBP,JABALPUR,1,19:35:00,Destination,0,187,1,


Train,10002,SATPURA EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JBP,JABALPUR,1,Source,05:30:00,0,0,1,
2,HBG,HOWBADH JABLPUR,1,05:35:00,05:37:00,2,3,1,
3,BUQ,BARGI,1,06:26:00,06:28:00,2,29,1,
4,SKY,SHIKARA,1,07:11:00,07:13:00,2,55,1,
5,GNS,GHONSOR,1,08:03:00,08:05:00,2,76,1,
6,PDE,PINDRAI,1,08:48:00,08:50:00,2,98,1,
7,NIR,NAINPUR JN,1,09:25:00,09:35:00,10,111,1,
8,NWA,NAGARWARA,1,10:18:00,10:20:00,2,138,1,
9,LTA,LAMTA,1,10:34:00,10:36:00,2,146,1,
10,CRN,CHAREGAON,1,10:57:00,10:59:00,2,157,1,
11,SMC,SAMNAPUR,1,11:21:00,11:23:00,2,171,1,
12,BTC,BALAGHAT JN,1,12:10:00,Destination,0,187,1,


Train,11009,SINHAGAD EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,CSTM,MUMBAI CST,1,Source,14:30:00,0,0,1,
2,DR,DADAR,1,14:43:00,14:45:00,2,9,1,
3,TNA,THANE,1,15:08:00,15:10:00,2,34,1,
4,KYN,KALYAN JN,1,15:28:00,15:30:00,2,54,1,
5,KJT,KARJAT,1,16:08:00,16:10:00,2,100,1,
6,KAD,KHANDALA,1,16:53:00,16:55:00,2,124,1,
7,LNL,LONAVALA,1,17:08:00,17:10:00,2,128,1,
8,CCH,CHINCHVAD,1,17:45:00,17:47:00,2,176,1,
9,PMP,PIMPRI,1,17:50:00,17:52:00,2,178,1,
10,KK,KHADKI,1,18:03:00,18:05:00,2,186,1,
11,SVJR,SHIVAJINAGAR,1,18:13:00,18:15:00,2,190,1,
12,PUNE,PUNE JN,1,18:40:00,Destination,0,192,1,


Train,11010,SINHAGAD EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,PUNE,PUNE JN,1,Source,06:05:00,0,0,1,
2,SVJR,SHIVAJINAGAR,1,06:10:00,06:13:00,3,3,1,
3,KK,KHADKI,1,06:18:00,06:20:00,2,7,1,
4,PMP,PIMPRI,1,06:28:00,06:31:00,3,15,1,
5,CCH,CHINCHVAD,1,06:33:00,06:35:00,2,17,1,
6,LNL,LONAVALA,1,07:13:00,07:15:00,2,64,1,
7,KAD,KHANDALA,1,07:23:00,07:25:00,2,68,1,
8,KJT,KARJAT,1,07:58:00,08:00:00,2,92,1,
9,KYN,KALYAN JN,1,08:42:00,08:47:00,5,139,1,
10,DR,DADAR,1,09:33:00,09:35:00,2,183,1,
11,CSTM,MUMBAI CST,1,09:53:00,Destination,0,192,1,


Train,11023,SAHYADRI EXPRES,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,CSTM,MUMBAI CST,1,Source,17:50:00,0,0,1,
2,DR,DADAR,1,18:02:00,18:04:00,2,9,1,
3,KYN,KALYAN JN,1,18:48:00,18:50:00,2,54,1,
4,KJT,KARJAT,1,19:38:00,19:40:00,2,100,1,
5,KAD,KHANDALA,1,20:14:00,20:16:00,2,124,1,
6,LNL,LONAVALA,1,20:23:00,20:25:00,2,128,1,
7,TGN,TALEGAON,1,20:50:00,20:52:00,2,158,1,
8,DEHR,DEHU ROAD,1,21:03:00,21:05:00,2,168,1,
9,PMP,PIMPRI,1,21:16:00,21:18:00,2,178,1,
10,KK,KHADKI,1,21:26:00,21:28:00,2,186,1,
11,SVJR,SHIVAJINAGAR,1,21:33:00,21:35:00,2,190,1,
12,PUNE,PUNE JN,1,21:55:00,22:05:00,10,192,1,
13,JJR,JEJURI,1,23:08:00,23:10:00,2,250,1,
14,NIRA,NIRA,1,23:53:00,23:55:00,2,277,1,
15,LNN,LONAND,1,00:03:00,00:05:00,2,284,2,
16,WTR,WATHAR,1,00:58:00,01:00:00,2,311,2,
17,STR,SATARA,1,01:37:00,01:40:00,3,337,2,
18,KRG,KOREGAON,1,01:53:00,01:55:00,2,348,2,
19,KRD,KARAD,1,02:53:00,02:55:00,2,396,2,
20,KOV,KIRLOSKARVADI,1,03:33:00,03:35:00,2,431,2,
21,BVQ,BHILAVDI,1,03:46:00,03:48:00,2,444,2,
22,SLI,SANGLI,1,04:07:00,04:10:00,3,464,2,
23,MRJ,MIRAJ JN,1,04:40:00,04:43:00,3,471,2,
24,JSP,JAYASINGPUR,1,04:55:00,04:57:00,2,483,2,
25,HTK,HATKANAGALE,1,05:13:00,05:15:00,2,498,2,
26,RKD,RUKADI,1,05:23:00,05:25:00,2,505,2,
27,VV,VALIVADE,1,05:33:00,05:35:00,2,512,2,
28,KOP,C SHAHUMHARAJ T,1,06:05:00,Destination,0,518,2,


Train,11024,SAHYADRI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,KOP,C SHAHUMHARAJ T,1,Source,22:50:00,0,0,1,
2,VV,VALIVADE,1,22:58:00,23:00:00,2,7,1,
3,RKD,RUKADI,1,23:08:00,23:10:00,2,14,1,
4,HTK,HATKANAGALE,1,23:18:00,23:20:00,2,21,1,
5,JSP,JAYASINGPUR,1,23:33:00,23:35:00,2,36,1,
6,MRJ,MIRAJ JN,1,00:02:00,00:05:00,3,48,2,
7,SLI,SANGLI,1,00:15:00,00:18:00,3,55,2,
8,BVQ,BHILAVDI,1,00:38:00,00:40:00,2,74,2,
9,KOV,KIRLOSKARVADI,1,00:53:00,00:55:00,2,88,2,
10,KRD,KARAD,1,01:23:00,01:25:00,2,123,2,
11,KRG,KOREGAON,1,02:07:00,02:08:00,1,171,2,
12,STR,SATARA,1,02:23:00,02:26:00,3,181,2,
13,WTR,WATHAR,1,02:53:00,02:55:00,2,207,2,
14,LNN,LONAND,1,03:38:00,03:40:00,2,234,2,
15,NIRA,NIRA,1,03:58:00,04:00:00,2,242,2,
16,JJR,JEJURI,1,04:43:00,04:45:00,2,269,2,
17,GPR,GHORPURI,1,06:13:00,06:15:00,2,324,2,
18,PUNE,PUNE JN,1,06:50:00,07:00:00,10,327,2,
19,SVJR,SHIVAJINAGAR,1,07:08:00,07:10:00,2,329,2,
20,KK,KHADKI,1,07:29:00,07:30:00,1,333,2,
21,PMP,PIMPRI,1,07:39:00,07:40:00,1,341,2,
22,DEHR,DEHU ROAD,1,07:54:00,07:55:00,1,351,2,
23,TGN,TALEGAON,1,08:13:00,08:15:00,2,361,2,
24,LNL,LONAVALA,1,08:54:00,08:55:00,1,390,2,
25,KAD,KHANDALA,1,09:04:00,09:05:00,1,394,2,
26,KJT,KARJAT,1,09:48:00,09:50:00,2,419,2,
27,NRL,NERAL,1,10:09:00,10:10:00,1,432,2,
28,KYN,KALYAN JN,1,10:35:00,10:40:00,5,465,2,
29,TNA,THANE,1,10:58:00,11:00:00,2,485,2,
30,DR,DADAR,1,11:25:00,11:30:00,5,509,2,
31,CSTM,MUMBAI CST,1,11:55:00,Destination,0,518,2,


Train,11035,SHARAVATHI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,DR,DADAR,1,Source,21:30:00,0,0,1,
2,KYN,KALYAN JN,1,22:08:00,22:10:00,2,45,1,
3,KJT,KARJAT,1,22:53:00,22:55:00,2,91,1,
4,LNL,LONAVALA,1,23:53:00,23:55:00,2,119,1,
5,PUNE,PUNE JN,1,01:00:00,01:10:00,10,183,2,
6,STR,SATARA,1,03:57:00,04:00:00,3,328,2,
7,KRD,KARAD,1,04:53:00,04:55:00,2,387,2,
8,SLI,SANGLI,1,06:12:00,06:15:00,3,455,2,
9,MRJ,MIRAJ JN,1,06:50:00,06:55:00,5,462,2,
10,KUD,KUDACHI,1,07:23:00,07:25:00,2,495,2,
11,GPB,GHATPRABHA,1,08:00:00,08:02:00,2,542,2,
12,BGM,BELGAUM,1,09:03:00,09:05:00,2,600,2,
13,LD,LONDA JN,1,09:48:00,09:50:00,2,651,2,
14,LWR,ALNAVAR JN,1,10:38:00,10:40:00,2,684,2,
15,DWR,DHARWAR,1,11:25:00,11:27:00,2,721,2,
16,UBL,HUBLI JN,1,12:30:00,12:40:00,10,741,2,
17,HVR,HAVERI,1,13:50:00,13:52:00,2,816,2,
18,RNR,RANIBENNUR,1,14:22:00,14:24:00,2,849,2,
19,HRR,HARIHAR,1,14:48:00,14:50:00,2,871,2,
20,DVG,DAVANGERE,1,15:07:00,15:10:00,3,885,2,
21,RRB,BIRUR JN,1,16:58:00,17:00:00,2,999,2,
22,DRU,KADUR,1,17:08:00,17:10:00,2,1005,2,
23,ASK,ARSIKERE JN,1,17:55:00,18:00:00,5,1045,2,
24,HAS,HASSAN,1,18:53:00,18:55:00,2,1091,2,
25,HLN,HOLE NARSIPUR,1,19:28:00,19:30:00,2,1123,2,
26,KRNR,KRISHNARAJNAGAR,1,20:33:00,20:35:00,2,1177,2,
27,MYS,MYSORE JN,1,21:40:00,Destination,0,1212,2,


Train,11036,SHARAVATI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MYS,MYSORE JN,1,Source,06:30:00,0,0,1,
2,KRNR,KRISHNARAJNAGAR,1,07:01:00,07:03:00,2,35,1,
3,HLN,HOLE NARSIPUR,1,07:49:00,07:50:00,1,89,1,
4,HAS,HASSAN,1,08:23:00,08:25:00,2,121,1,
5,ASK,ARSIKERE JN,1,09:30:00,09:35:00,5,168,1,
6,DRU,KADUR,1,10:10:00,10:12:00,2,207,1,
7,RRB,BIRUR JN,1,10:20:00,10:22:00,2,213,1,
8,DVG,DAVANGERE,1,12:08:00,12:10:00,2,328,1,
9,HRR,HARIHAR,1,12:23:00,12:25:00,2,341,1,
10,RNR,RANIBENNUR,1,12:49:00,12:50:00,1,364,1,
11,HVR,HAVERI,1,13:24:00,13:25:00,1,396,1,
