
Train,2864,YPR HWH PREMIUM,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,


Train,11005,PUDUCHERRY EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
29,AWY,ALUVA,1,13:00:00,13:02:00,2,394,1,
30,ERN,ERNAKULAM TOWN,1,13:35:00,13:40:00,5,411,1,
31,TRTR,TRIUPUNITTURA,1,13:55:00,13:56:00,1,424,1,
32,PVRD,PIRAVAM ROAD,1,14:14:00,14:15:00,1,443,1,
33,ETM,ETTUMANUR,1,14:34:00,14:35:00,1,463,1,
34,KTYM,KOTTAYAM,1,14:50:00,14:53:00,3,474,1,
35,CGY,CHANGANASERI,1,15:09:00,15:10:00,1,491,1,
36,TRVL,TIRUVALLA,1,15:19:00,15:20:00,1,499,1,
37,CNGR,CHENGANNUR,1,15:34:00,15:35:00,1,508,1,
38,MVLK,MAVELIKARA,1,15:49:00,15:50:00,1,521,1,
39,KYJ,KAYANKULAM JN,1,16:00:00,16:02:00,2,529,1,
40,KPY,KARUNAGAPALLI,1,16:15:00,16:16:00,1,542,1,
41,STKT,SASTHANKOTTA,1,16:24:00,16:25:00,1,550,1,
42,QLN,KOLLAM JN,1,17:05:00,17:10:00,5,569,1,
43,PVU,PARAVUR,1,17:20:00,17:21:00,1,582,1,
44,VAK,VARKALASIVAGIRI,1,17:29:00,17:30:00,1,593,1,
45,KZK,KAZHAKUTTAM,1,17:53:00,17:54:00,1,621,1,
46,TVP,TRIVANDRUM PETT,1,18:04:00,18:05:00,1,631,1,
47,TVC,TRIVANDRUM CNTL,1,18:25:00,18:35:00,10,634,1,
48,NYY,NEYYATTINKARA,1,18:54:00,18:55:00,1,651,1,
49,PASA,PARASHSHALA,1,19:04:00,19:05:00,1,663,1,
50,KZT,KULITTHURAI,1,19:24:00,19:25:00,1,672,1,
51,ERL,ERANIEL,1,19:44:00,19:45:00,1,687,1,
52,NCJ,NAGERCOIL JN,1,20:35:00,Destination,0,705,1,


Train,16859,MS MANGALORE EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MS,CHENNAI EGMORE,1,Source,22:15:00,0,0,1,
2,MBM,MAMBALAM,1,22:25:00,22:26:00,1,7,1,
3,TBM,TAMBARAM,1,22:49:00,22:50:00,1,25,1,
4,CGL,CHENGALPATTU,1,23:18:00,23:20:00,2,56,1,
5,MLMR,MELMARUVATTUR,1,23:49:00,23:50:00,1,92,1,
6,TMV,TINDIVANAM,1,00:14:00,00:15:00,1,122,2,
7,VM,VILLUPURAM JN,1,01:00:00,01:05:00,5,159,2,
8,VRI,VRIDHACHALAM JN,1,01:43:00,01:45:00,2,213,2,
9,ALU,ARIYALUR,1,02:19:00,02:20:00,1,267,2,
10,SRGM,SRIRANGAM,1,03:22:00,03:23:00,1,325,2,
11,TPJ,TIRUCHCHIRAPALI,1,04:50:00,05:00:00,10,336,2,
12,TP,TIRCHRPALI FORT,1,05:09:00,05:10:00,1,340,2,
13,KLT,KULITALAI,1,05:44:00,05:45:00,1,373,2,
14,KRR,KARUR,1,06:22:00,06:25:00,3,412,2,
15,MPLM,MARTHIPALAYAM,1,06:39:00,06:40:00,1,422,2,
16,PGR,PUGALUR,1,06:49:00,06:50:00,1,427,2,
17,KMD,KODUMUDI,1,06:59:00,07:00:00,1,439,2,
18,URL,UNJALUR,1,07:09:00,07:10:00,1,445,2,
19,ED,ERODE JN,1,08:25:00,08:35:00,10,478,2,
20,UKL,UTTUKULI,1,09:13:00,09:15:00,2,514,2,
21,TUP,TIRUPPUR,1,09:28:00,09:30:00,2,528,2,
22,PLMD,PILAMEDU,1,10:04:00,10:05:00,1,569,2,
23,CBF,COIMBATORE NRTH,1,10:24:00,10:25:00,1,575,2,
24,CBE,COIMBATORE JN,1,10:55:00,11:00:00,5,578,2,
25,PTJ,PODANUR JN,1,11:39:00,11:40:00,1,584,2,
26,PGT,PALAKKAD,1,12:55:00,13:00:00,5,633,2,
27,OTP,OTTAPPALAM,1,13:24:00,13:25:00,1,664,2,
28,SRR,SHORANUR JN,1,14:00:00,14:05:00,5,677,2,
29,PTB,PATTAMBI,1,14:19:00,14:20:00,1,688,2,
30,KTU,KUTTIPPURAM,1,14:44:00,14:45:00,1,707,2,
31,TIR,TIRUR,1,15:09:00,15:10:00,1,722,2,
32,TA,TANUR,1,15:19:00,15:20:00,1,730,2,
33,PGI,PARPANANGADI,1,15:29:00,15:30:00,1,738,2,
34,KN,KADALUNDI,1,15:39:00,15:40:00,1,748,2,
35,FK,FEROK,1,15:49:00,15:50:00,1,753,2,
36,CLT,KOZHIKODE,1,16:55:00,17:00:00,5,763,2,
37,QLD,QUILANDI,1,17:21:00,17:22:00,1,787,2,
38,BDJ,VADAKARA,1,17:40:00,17:41:00,1,809,2,
39,MAHE,MAHE,1,17:51:00,17:52:00,1,822,2,
40,TLY,THALASSERY,1,18:04:00,18:05:00,1,831,2,
41,CAN,KANNUR,1,18:40:00,18:45:00,5,852,2,
42,KPQ,KANNAPURAM,1,18:59:00,19:00:00,1,866,2,
43,PAZ,PAYANGADI,1,19:08:00,19:09:00,1,874,2,
44,PAY,PAYYANUR,1,19:19:00,19:20:00,1,885,2,
45,CHV,CHARVATTUR,1,19:32:00,19:33:00,1,900,2,
46,NLE,NILESHWAR,1,19:40:00,19:41:00,1,905,2,
47,KZE,KANHANGAD,1,19:54:00,19:55:00,1,915,2,
48,KQK,KOTIKULAM,1,20:04:00,20:05:00,1,928,2,
49,KGQ,KASARAGOD,1,20:19:00,20:20:00,1,938,2,
50,KMQ,KUMBLA,1,20:29:00,20:30:00,1,950,2,
51,MJS,MANJESHWAR,1,20:44:00,20:45:00,1,966,2,
52,MAQ,MANGALORE CNTL,1,21:50:00,Destination,0,983,2,


Train,16860,MAQ CHENNAI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAQ,MANGALORE CNTL,1,Source,06:50:00,0,0,1,
2,MJS,MANJESHWAR,1,07:15:00,07:16:00,1,17,1,
3,KMQ,KUMBLA,1,07:32:00,07:33:00,1,34,1,
4,KGQ,KASARAGOD,1,07:42:00,07:43:00,1,46,1,
5,KQK,KOTIKULAM,1,07:53:00,07:54:00,1,56,1,
6,KZE,KANHANGAD,1,08:04:00,08:05:00,1,69,1,
7,NLE,NILESHWAR,1,08:14:00,08:15:00,1,79,1,
8,CHV,CHARVATTUR,1,08:22:00,08:23:00,1,84,1,
9,PAY,PAYYANUR,1,08:36:00,08:37:00,1,98,1,
10,PAZ,PAYANGADI,1,08:47:00,08:48:00,1,110,1,
11,KPQ,KANNAPURAM,1,08:56:00,08:57:00,1,118,1,
12,CAN,KANNUR,1,09:25:00,09:30:00,5,132,1,
13,TLY,THALASSERY,1,09:50:00,09:51:00,1,153,1,
14,MAHE,MAHE,1,10:02:00,10:03:00,1,162,1,
15,BDJ,VADAKARA,1,10:14:00,10:15:00,1,175,1,
16,QLD,QUILANDI,1,10:33:00,10:34:00,1,197,1,
17,CLT,KOZHIKODE,1,11:10:00,11:15:00,5,221,1,
18,FK,FEROK,1,11:29:00,11:30:00,1,231,1,
19,KN,KADALUNDI,1,11:37:00,11:38:00,1,236,1,
20,PGI,PARPANANGADI,1,11:47:00,11:48:00,1,246,1,
21,TA,TANUR,1,11:57:00,11:58:00,1,254,1,
22,TIR,TIRUR,1,12:07:00,12:08:00,1,262,1,
23,KTU,KUTTIPPURAM,1,12:27:00,12:28:00,1,277,1,
24,PTB,PATTAMBI,1,12:46:00,12:47:00,1,296,1,
25,SRR,SHORANUR JN,1,13:25:00,13:30:00,5,307,1,
26,OTP,OTTAPPALAM,1,13:44:00,13:45:00,1,320,1,
27,PGT,PALAKKAD,1,14:25:00,14:30:00,5,351,1,
28,PTJ,PODANUR JN,1,15:34:00,15:35:00,1,400,1,
29,CBE,COIMBATORE JN,1,15:45:00,15:50:00,5,406,1,
30,CBF,COIMBATORE NRTH,1,15:58:00,16:00:00,2,408,1,
31,PLMD,PILAMEDU,1,16:09:00,16:10:00,1,415,1,
32,TUP,TIRUPPUR,1,16:43:00,16:45:00,2,456,1,
33,UKL,UTTUKULI,1,16:55:00,17:00:00,5,470,1,
34,ED,ERODE JN,1,17:55:00,18:05:00,10,506,1,
35,URL,UNJALUR,1,18:34:00,18:35:00,1,539,1,
36,KMD,KODUMUDI,1,18:44:00,18:45:00,1,545,1,
37,PGR,PUGALUR,1,18:59:00,19:00:00,1,557,1,
38,MPLM,MARTHIPALAYAM,1,19:14:00,19:15:00,1,562,1,
39,KRR,KARUR,1,19:55:00,20:00:00,5,572,1,
40,MMH,MAHADANAPURAM,1,20:22:00,20:23:00,1,597,1,
41,KLT,KULITALAI,1,20:39:00,20:40:00,1,610,1,
42,TP,TIRCHRPALI FORT,1,21:24:00,21:25:00,1,644,1,
43,TPJ,TIRUCHCHIRAPALI,1,21:50:00,22:00:00,10,647,1,
44,SRGM,SRIRANGAM,1,22:17:00,22:18:00,1,659,1,
45,ALU,ARIYALUR,1,23:04:00,23:05:00,1,717,1,
46,VRI,VRIDHACHALAM JN,1,00:18:00,00:20:00,2,770,2,
47,VM,VILLUPURAM JN,1,01:38:00,01:40:00,2,825,2,
48,TMV,TINDIVANAM,1,02:24:00,02:25:00,1,862,2,
49,MLMR,MELMARUVATTUR,1,02:54:00,02:55:00,1,892,2,
50,CGL,CHENGALPATTU,1,03:38:00,03:40:00,2,928,2,
51,TBM,TAMBARAM,1,04:09:00,04:10:00,1,959,2,
52,MBM,MAMBALAM,1,04:29:00,04:30:00,1,976,2,
53,MS,CHENNAI EGMORE,1,05:05:00,Destination,0,983,2,


Train,17209,SESHADRI EXPRES,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,11:00:00,0,0,1,
2,BNC,BANGALORE CANT,1,11:10:00,11:12:00,2,5,1,
3,KJM,KRISHNARAJAPURM,1,11:24:00,11:26:00,2,15,1,
4,WFD,WHITEFIELD,1,11:34:00,11:36:00,2,24,1,
5,MLO,MALUR,1,11:50:00,11:51:00,1,44,1,
6,BWT,BANGARAPET,1,12:28:00,12:30:00,2,71,1,
7,KPN,KUPPAM,1,12:58:00,13:00:00,2,105,1,
8,JTJ,JOLARPETTAI,1,13:58:00,14:00:00,2,149,1,
9,VN,VANIYAMBADI,1,14:19:00,14:20:00,1,164,1,
10,GYM,GUDIYATTAM,1,14:49:00,14:50:00,1,208,1,
11,KPD,KATPADI JN,1,15:25:00,15:30:00,5,232,1,
12,CTO,CHITTOOR,1,16:08:00,16:10:00,2,265,1,
13,PAK,PAKALA JN,1,16:33:00,16:35:00,2,295,1,
14,TPTY,TIRUPATI,1,18:00:00,18:05:00,5,337,1,
15,RU,RENIGUNTA JN,1,18:20:00,18:30:00,10,347,1,
16,KHT,SRI KALAHASTI,1,18:48:00,18:50:00,2,370,1,
17,GDR,GUDUR JN,1,20:05:00,20:07:00,2,430,1,
18,NLR,NELLORE,1,20:30:00,20:32:00,2,468,1,
19,OGL,ONGOLE,1,21:57:00,21:59:00,2,584,1,
20,CLX,CHIRALA,1,22:35:00,22:36:00,1,634,1,
21,BPP,BAPATLA,1,22:48:00,22:49:00,1,649,1,
22,TEL,TENALI JN,1,23:38:00,23:40:00,2,691,1,
23,BZA,VIJAYAWADA JN,1,00:55:00,01:15:00,20,722,2,
24,GDV,GUDIVADA JN,1,02:05:00,02:07:00,2,766,2,
25,KKLR,KAIKALUR,1,02:36:00,02:37:00,1,795,2,
26,AKVD,AKIVIDU,1,02:55:00,02:56:00,1,812,2,
27,BVRT,BHIMAVARAM TOWN,1,03:17:00,03:18:00,1,830,2,
28,AL,ATTILI,1,03:45:00,03:46:00,1,850,2,
29,TNKU,TANUKU,1,04:03:00,04:05:00,2,861,2,
30,NDD,NIDADAVOLU JN,1,04:40:00,04:42:00,2,877,2,
31,RJY,RAJAHMUNDRY,1,05:18:00,05:20:00,2,900,2,
32,SLO,SAMALKOT JN,1,06:08:00,06:10:00,2,950,2,
33,CCT,KAKINADA TOWN,1,06:45:00,Destination,0,962,2,


Train,17221,COA LTT EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,COA,KAKINADA PORT,1,Source,09:45:00,0,0,1,
2,CCT,KAKINADA TOWN,1,09:53:00,09:55:00,2,2,1,
3,SLO,SAMALKOT JN,1,10:10:00,10:12:00,2,15,1,
4,RJY,RAJAHMUNDRY,1,10:55:00,10:57:00,2,65,1,
5,TDD,TADEPALLIGUDEM,1,11:33:00,11:34:00,1,107,1,
6,EE,ELURU,1,12:04:00,12:05:00,1,155,1,
7,BZA,VIJAYAWADA JN,1,13:45:00,14:05:00,20,214,1,
8,MAG,MANGALAGIRI,1,14:24:00,14:25:00,1,226,1,
9,GNT,GUNTUR JN,1,14:55:00,15:00:00,5,246,1,
10,SAP,SATTENAPALLE,1,15:39:00,15:40:00,1,289,1,
11,NDKD,NADIKUDI JN,1,16:35:00,16:36:00,1,341,1,
12,MRGA,MIRYALAGUDA,1,17:14:00,17:15:00,1,380,1,
13,NLDA,NALGONDA,1,18:00:00,18:01:00,1,417,1,
14,MLY,MAULA ALI,1,20:49:00,20:50:00,1,521,1,
15,SC,SECUNDERABAD JN,1,21:00:00,21:10:00,10,527,1,
16,LPI,LINGAMPALLI,1,21:39:00,21:40:00,1,550,1,
17,TDU,TANDUR,1,23:09:00,23:10:00,1,640,1,
18,WADI,WADI,1,00:35:00,00:45:00,10,711,2,
19,GR,GULBARGA,1,01:24:00,01:25:00,1,747,2,
20,SUR,SOLAPUR JN,1,03:10:00,03:20:00,10,860,2,
21,PUNE,PUNE JN,1,07:50:00,07:55:00,5,1124,2,
22,LNL,LONAVALA,1,08:49:00,08:50:00,1,1188,2,
23,LTT,LOKMANYATILAK T,1,11:05:00,Destination,0,1300,2,


Train,17229,SABARI EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,TVC,TRIVANDRUM CNTL,1,Source,07:15:00,0,0,1,
2,VAK,VARKALASIVAGIRI,1,07:49:00,07:50:00,1,41,1,
3,QLN,KOLLAM JN,1,08:15:00,08:20:00,5,65,1,
4,KPY,KARUNAGAPALLI,1,08:43:00,08:45:00,2,92,1,
5,KYJ,KAYANKULAM JN,1,09:00:00,09:02:00,2,106,1,
6,MVLK,MAVELIKARA,1,09:11:00,09:12:00,1,114,1,
7,CNGR,CHENGANNUR,1,09:27:00,09:28:00,1,126,1,
8,TRVL,TIRUVALLA,1,09:37:00,09:38:00,1,135,1,
9,CGY,CHANGANASERI,1,09:47:00,09:48:00,1,143,1,
10,KTYM,KOTTAYAM,1,10:15:00,10:20:00,5,161,1,
11,ERN,ERNAKULAM TOWN,1,11:50:00,11:55:00,5,223,1,
12,AWY,ALUVA,1,12:15:00,12:17:00,2,240,1,
13,TCR,THRISUR,1,13:12:00,13:15:00,3,295,1,
14,SRR,SHORANUR JN,1,14:15:00,14:25:00,10,327,1,
15,OTP,OTTAPPALAM,1,14:39:00,14:40:00,1,340,1,
16,PGT,PALAKKAD,1,15:15:00,15:20:00,5,372,1,
17,CBE,COIMBATORE JN,1,16:30:00,16:35:00,5,426,1,
18,TUP,TIRUPPUR,1,17:18:00,17:20:00,2,476,1,
19,ED,ERODE JN,1,18:20:00,18:30:00,10,527,1,
20,SA,SALEM JN,1,19:25:00,19:30:00,5,589,1,
21,MAP,MORAPPUR,1,20:19:00,20:20:00,1,655,1,
22,JTJ,JOLARPETTAI,1,21:20:00,21:25:00,5,709,1,
23,KPD,KATPADI JN,1,22:45:00,22:47:00,2,793,1,
24,CTO,CHITTOOR,1,23:19:00,23:20:00,1,826,1,
25,TPTY,TIRUPATI,1,00:30:00,00:35:00,5,897,2,
26,RU,RENIGUNTA JN,1,00:50:00,01:00:00,10,907,2,
27,GDR,GUDUR JN,1,02:45:00,02:47:00,2,990,2,
28,NLR,NELLORE,1,03:11:00,03:13:00,2,1029,2,
29,OGL,ONGOLE,1,04:39:00,04:40:00,1,1145,2,
30,CLX,CHIRALA,1,05:15:00,05:16:00,1,1194,2,
31,BPP,BAPATLA,1,05:28:00,05:29:00,1,1209,2,
32,NDO,NIDUBROLU,1,05:47:00,05:48:00,1,1230,2,
33,TEL,TENALI JN,1,06:45:00,06:47:00,2,1251,2,
34,GNT,GUNTUR JN,1,07:15:00,07:35:00,20,1277,2,
35,SAP,SATTENAPALLE,1,08:08:00,08:09:00,1,1319,2,
36,PGRL,PIDUGURALLA,1,08:33:00,08:35:00,2,1351,2,
37,NDKD,NADIKUDI JN,1,09:00:00,09:01:00,1,1372,2,
38,MRGA,MIRYALAGUDA,1,09:50:00,09:51:00,1,1411,2,
39,NLDA,NALGONDA,1,10:20:00,10:21:00,1,1448,2,
40,SC,SECUNDERABAD JN,1,13:10:00,13:15:00,5,1558,2,
41,HYB,HYDERABAD DECAN,1,13:40:00,Destination,0,1568,2,


Train,17605,MAQ KCG EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAQ,MANGALORE CNTL,1,Source,20:00:00,0,0,1,
2,KGQ,KASARAGOD,1,20:43:00,20:45:00,2,46,1,
3,KZE,KANHANGAD,1,21:03:00,21:05:00,2,69,1,
4,PAY,PAYYANUR,1,21:28:00,21:30:00,2,98,1,
5,CAN,KANNUR,1,22:15:00,22:20:00,5,132,1,
6,TLY,THALASSERY,1,22:38:00,22:40:00,2,153,1,
7,BDJ,VADAKARA,1,22:58:00,23:00:00,2,175,1,
8,CLT,KOZHIKODE,1,23:50:00,23:55:00,5,221,1,
9,TIR,TIRUR,1,00:38:00,00:40:00,2,262,2,
10,SRR,SHORANUR JN,1,01:45:00,01:55:00,10,307,2,
11,PGT,PALAKKAD,1,02:45:00,02:50:00,5,351,2,
12,CBE,COIMBATORE JN,1,04:25:00,04:30:00,5,406,2,
13,TUP,TIRUPPUR,1,05:28:00,05:30:00,2,456,2,
14,ED,ERODE JN,1,06:10:00,06:15:00,5,506,2,
15,SA,SALEM JN,1,07:05:00,07:10:00,5,569,2,
16,JTJ,JOLARPETTAI,1,09:08:00,09:10:00,2,689,2,
17,KPD,KATPADI JN,1,10:20:00,10:25:00,5,773,2,
18,RU,RENIGUNTA JN,1,13:10:00,13:30:00,20,906,2,
19,RJP,RAZAMPETA,1,14:44:00,14:45:00,1,980,2,
20,HX,CUDDAPAH,1,15:21:00,15:22:00,1,1031,2,
21,YA,YERRAGUNTLA,1,15:57:00,15:58:00,1,1070,2,
22,GY,GOOTY,1,18:48:00,18:50:00,2,1187,2,
23,DHNE,DHONE,1,21:25:00,21:30:00,5,1242,2,
24,KRNT,KURNOOL CITY,1,22:30:00,22:32:00,2,1295,2,
25,GWD,GADWAL,1,00:01:00,00:02:00,1,1351,3,
26,MBNR,MAHBUBNAGAR,1,01:00:00,01:02:00,2,1426,3,
27,JCL,JADCHERLA,1,01:19:00,01:20:00,1,1444,3,
28,KCG,KACHEGUDA,1,03:40:00,Destination,0,1532,3,


Train,17606,KCG MAQ EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,KCG,KACHEGUDA,1,Source,06:00:00,0,0,1,
2,JCL,JADCHERLA,1,07:29:00,07:30:00,1,88,1,
3,MBNR,MAHBUBNAGAR,1,07:50:00,07:51:00,1,106,1,
4,GWD,GADWAL,1,09:15:00,09:16:00,1,181,1,
5,KRNT,KURNOOL CITY,1,10:15:00,10:16:00,1,237,1,
6,DHNE,DHONE,1,11:10:00,11:15:00,5,290,1,
7,GY,GOOTY,1,12:13:00,12:15:00,2,345,1,
8,YA,YERRAGUNTLA,1,13:58:00,14:00:00,2,462,1,
9,HX,CUDDAPAH,1,14:40:00,14:42:00,2,501,1,
10,RJP,RAZAMPETA,1,15:30:00,15:32:00,2,552,1,
11,RU,RENIGUNTA JN,1,17:30:00,17:45:00,15,626,1,
12,KPD,KATPADI JN,1,19:38:00,19:40:00,2,759,1,
13,JTJ,JOLARPETTAI,1,21:33:00,21:35:00,2,843,1,
14,SA,SALEM JN,1,23:20:00,23:25:00,5,963,1,
15,ED,ERODE JN,1,00:20:00,00:25:00,5,1026,2,
16,TUP,TIRUPPUR,1,01:08:00,01:10:00,2,1076,2,
17,CBE,COIMBATORE JN,1,02:05:00,02:10:00,5,1126,2,
18,PGT,PALAKKAD,1,03:25:00,03:30:00,5,1181,2,
19,SRR,SHORANUR JN,1,04:30:00,04:40:00,10,1225,2,
20,TIR,TIRUR,1,05:18:00,05:20:00,2,1270,2,
21,CLT,KOZHIKODE,1,06:20:00,06:25:00,5,1311,2,
22,BDJ,VADAKARA,1,06:58:00,07:00:00,2,1357,2,
23,TLY,THALASSERY,1,07:26:00,07:28:00,2,1379,2,
24,CAN,KANNUR,1,08:10:00,08:15:00,5,1400,2,
25,PAY,PAYYANUR,1,08:40:00,08:50:00,10,1434,2,
26,KZE,KANHANGAD,1,09:23:00,09:25:00,2,1463,2,
27,KGQ,KASARAGOD,1,09:53:00,09:55:00,2,1486,2,
28,MAQ,MANGALORE CNTL,1,11:20:00,Destination,0,1532,2,


Train,17643,CIRCAR EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MS,CHENNAI EGMORE,1,Source,17:20:00,0,0,1,
2,GPD,GUMMIDIPUNDI,1,18:28:00,18:30:00,2,52,1,
3,SPE,SULLURUPETA,1,18:59:00,19:00:00,1,87,1,
4,NYP,NAYADUPETA,1,19:24:00,19:25:00,1,115,1,
5,GDR,GUDUR JN,1,20:25:00,20:27:00,2,142,1,
6,NLR,NELLORE,1,20:52:00,20:53:00,1,181,1,
7,BTTR,BITRAGUNTA,1,21:19:00,21:20:00,1,214,1,
8,KVZ,KAVALI,1,21:37:00,21:38:00,1,231,1,
9,SKM,SINGARAYAKONDA,1,22:03:00,22:04:00,1,269,1,
10,OGL,ONGOLE,1,22:36:00,22:37:00,1,297,1,
11,CJM,CHINNA GANJAM,1,22:58:00,22:59:00,1,326,1,
12,VTM,VETAPALEM,1,23:09:00,23:10:00,1,338,1,
13,CLX,CHIRALA,1,23:26:00,23:27:00,1,346,1,
14,BPP,BAPATLA,1,23:39:00,23:40:00,1,361,1,
15,NDO,NIDUBROLU,1,23:56:00,23:57:00,1,381,1,
16,TEL,TENALI JN,1,01:08:00,01:10:00,2,403,2,
17,NGNT,NEW GUNTUR,1,01:40:00,01:42:00,2,428,2,
18,MAG,MANGALAGIRI,1,01:52:00,01:53:00,1,446,2,
19,BZA,VIJAYAWADA JN,1,03:00:00,03:25:00,1,458,2,
20,GDV,GUDIVADA JN,1,04:21:00,04:22:00,1,502,2,
21,KKLR,KAIKALUR,1,05:00:00,05:01:00,1,531,2,
22,AKVD,AKIVIDU,1,05:27:00,05:28:00,1,548,2,
23,BVRT,BHIMAVARAM TOWN,1,05:51:00,05:52:00,1,566,2,
24,AL,ATTILI,1,06:19:00,06:20:00,1,586,2,
25,TNKU,TANUKU,1,06:41:00,06:42:00,1,596,2,
26,NDD,NIDADAVOLU JN,1,07:04:00,07:05:00,1,613,2,
27,KVR,KOVVUR,1,07:19:00,07:20:00,1,628,2,
28,GVN,GODAVARI,1,07:26:00,07:27:00,1,632,2,
29,RJY,RAJAHMUNDRY,1,07:36:00,07:41:00,5,636,2,
30,DWP,DWARAPUDI,1,07:55:00,07:56:00,1,656,2,
31,APT,ANAPARTI,1,08:06:00,08:07:00,1,659,2,
32,SLO,SAMALKOT JN,1,09:00:00,09:02:00,2,686,2,
33,CCT,KAKINADA TOWN,1,09:17:00,09:19:00,2,698,2,
34,COA,KAKINADA PORT,1,09:40:00,Destination,0,700,2,


Train,18464,PRASANTHI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,14:00:00,0,0,1,
2,BNC,BANGALORE CANT,1,14:10:00,14:12:00,2,5,1,
3,YNK,YELHANKA JN,1,14:38:00,14:40:00,2,27,1,
4,GBD,GAURIBIDANUR,1,15:39:00,15:40:00,1,87,1,
5,HUP,HINDUPUR,1,15:58:00,16:00:00,2,111,1,
6,SSPN,SAI P NILAYAM,1,17:08:00,17:10:00,2,168,1,
7,DMM,DHARMAVARAM JN,1,18:00:00,18:05:00,5,201,1,
8,ATP,ANANTAPUR,1,18:44:00,18:45:00,1,235,1,
9,GY,GOOTY,1,19:44:00,19:45:00,1,292,1,
10,GTL,GUNTAKAL JN,1,20:15:00,20:30:00,15,320,1,
11,DHNE,DHONE,1,21:48:00,21:50:00,2,389,1,
12,BMH,BETAMCHERLA,1,22:19:00,22:20:00,1,425,1,
13,NDL,NANDYAL,1,23:15:00,23:20:00,5,465,1,
14,GID,GIDDALUR,1,00:35:00,00:36:00,1,518,2,
15,CBM,CUMBUM,1,00:59:00,01:00:00,1,552,2,
16,MRK,MARKAPUR ROAD,1,01:34:00,01:35:00,1,578,2,
17,DKD,DONAKONDA,1,02:10:00,02:11:00,1,602,2,
18,VKN,VINUKONDA,1,02:49:00,02:50:00,1,639,2,
19,NRT,NARASARAOPET,1,03:20:00,03:21:00,1,676,2,
20,GNT,GUNTUR JN,1,05:10:00,05:30:00,20,722,2,
21,BZA,VIJAYAWADA JN,1,06:35:00,06:55:00,20,754,2,
22,EE,ELURU,1,07:41:00,07:42:00,1,813,2,
23,TDD,TADEPALLIGUDEM,1,08:14:00,08:15:00,1,861,2,
24,NDD,NIDADAVOLU JN,1,08:34:00,08:35:00,1,881,2,
25,RJY,RAJAHMUNDRY,1,09:21:00,09:23:00,2,903,2,
26,SLO,SAMALKOT JN,1,10:01:00,10:02:00,1,953,2,
27,ANV,ANNAVARAM,1,10:28:00,10:29:00,1,990,2,
28,TUNI,TUNI,1,10:48:00,10:49:00,1,1007,2,
29,AKP,ANAKAPALLE,1,11:39:00,11:40:00,1,1070,2,
30,DVD,DUVVADA,1,12:34:00,12:35:00,1,1086,2,
31,VSKP,VISHAKAPATNAM,1,13:15:00,13:35:00,20,1104,2,
32,VZM,VIZIANAGRAM JN,1,14:50:00,14:52:00,2,1165,2,
33,CPP,CHIPURUPALLE,1,15:18:00,15:20:00,2,1195,2,
34,CHE,SRIKAKULAM ROAD,1,15:48:00,15:50:00,2,1234,2,
35,NWP,NAUPADA JN,1,16:28:00,16:30:00,2,1281,2,
36,PSA,PALASA,1,17:00:00,17:02:00,2,1307,2,
37,SPT,SOMPETA,1,17:25:00,17:27:00,2,1339,2,
38,IPM,ICHCHPURAM,1,17:42:00,17:44:00,2,1357,2,
39,BAM,BRAHMAPUR,1,18:05:00,18:10:00,5,1381,2,
40,CAP,CHATRAPUR,1,18:27:00,18:29:00,2,1402,2,
41,KIT,KHALLIKOT,1,19:00:00,19:02:00,2,1440,2,
42,BALU,BALUGAON,1,19:15:00,19:17:00,2,1457,2,
43,KUR,KHURDA ROAD JN,1,20:20:00,20:25:00,5,1528,2,
44,BBS,BHUBANESWAR,1,20:50:00,Destination,0,1546,2,


Train,18519,VSKP LTT EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,VSKP,VISHAKAPATNAM,1,Source,23:30:00,0,0,1,
2,RJY,RAJAHMUNDRY,1,02:25:00,02:27:00,2,201,2,
3,TNKU,TANUKU,1,03:08:00,03:09:00,1,241,2,
